2016.11.07 15:31;USDCHF
no.;time;close;BB +2s
436;1476270000;0.98822;0.98996428
437;1476266400;0.98863;0.9902252
438;1476262800;0.98897;0.99036365
439;1476259200;0.98814;0.99046797
440;1476255600;0.9879;0.99055087
441;1476252000;0.9884;0.99055159
442;1476248400;0.98872;0.9903924
443;1476244800;0.98851;0.99019063
444;1476241200;0.98899;0.99002807
445;1476237600;0.98889;0.98967114
446;1476234000;0.98837;0.98918738
447;1476230400;0.9878;0.98874025
448;1476226800;0.98815;0.98832385
449;1476223200;0.98698;0.9877251
450;1476219600;0.98604;0.98732786
451;1476216000;0.98715;0.98706543
452;1476212400;0.98759;0.98653052
453;1476208800;0.98587;0.98567468
454;1476205200;0.98613;0.98526929
455;1476201600;0.98511;0.98462167
456;1476198000;0.9842;0.98424629
457;1476194400;0.9839;0.98429333
458;1476190800;0.9831;0.98441215
459;1476187200;0.98318;0.98477166
460;1476183600;0.98341;0.98491733
461;1476180000;0.98379;0.9850473
462;1476176400;0.98296;0.98502054
463;1476172800;0.98214;0.98506361
464;1476169200;0.98213;0.98514733
465;1476165600;0.98266;0.98512687
466;1476162000;0.98243;0.98499526
467;1476158400;0.98258;0.98491398
468;1476154800;0.98287;0.98473359
469;1476151200;0.98267;0.984443
470;1476147600;0.98323;0.98413215
471;1476144000;0.98188;0.98364031
472;1476140400;0.98333;0.98335603
473;1476136800;0.98368;0.98268057
474;1476133200;0.98297;0.98175004
475;1476129600;0.98188;0.98091245
476;1476126000;0.98063;0.98055632
477;1476122400;0.98009;0.98032117
478;1476118800;0.97896;0.98007697
479;1476115200;0.97915;0.98018645
480;1476111600;0.97845;0.98100497
481;1476108000;0.97832;0.98146939
482;1476104400;0.97803;0.98189026
483;1476100800;0.97781;0.98222226
484;1476097200;0.97824;0.98268971
485;1476093600;0.97827;0.98304248
486;1476090000;0.97741;0.98332146
487;1476086400;0.97761;0.98358058
488;1476082800;0.97769;0.98380487
489;1476079200;0.97761;0.98394599
490;1475902800;0.97762;0.98393123
491;1475899200;0.97744;0.98383026
492;1475895600;0.9788;0.98358108
493;1475892000;0.97883;0.98350425
494;1475888400;0.97954;0.983393
495;1475884800;0.9807;0.98334176
496;1475881200;0.97952;0.98334196
497;1475877600;0.97818;0.98333134
498;1475874000;0.97967;0.982927
499;1475870400;0.98228;0.98293425
500;1475866800;0.98151;0.98290123
501;1475863200;0.98159;0.98292605
502;1475859600;0.98143;0.98302949
503;1475856000;0.98233;0.98330425
504;1475852400;0.98205;0.98324083
505;1475848800;0.98189;0.98321643
506;1475845200;0.98231;0.98314354
507;1475841600;0.98238;0.98320485
508;1475838000;0.9822;0.98308302
509;1475834400;0.98152;0.98297196
510;1475830800;0.98125;0.98288283
511;1475827200;0.98049;0.98276897
512;1475823600;0.98096;0.98271737
513;1475820000;0.98084;0.98254679
514;1475816400;0.98056;0.98230497
515;1475812800;0.98073;0.9820673
516;1475809200;0.98182;0.98174725
517;1475805600;0.98038;0.98105738
518;1475802000;0.97963;0.9805832
519;1475798400;0.97984;0.98018331
520;1475794800;0.97989;0.97964241
521;1475791200;0.97903;0.97897546
522;1475787600;0.9778;0.97843026
523;1475784000;0.97843;0.97810951
524;1475780400;0.97799;0.9777695
525;1475776800;0.97805;0.97755364
526;1475773200;0.97618;0.9772525
527;1475769600;0.97633;0.97738583
528;1475766000;0.97572;0.97748975
529;1475762400;0.97564;0.9776756
530;1475758800;0.97543;0.97788464
531;1475755200;0.97517;0.97805327
532;1475751600;0.97483;0.97825897
533;1475748000;0.97488;0.97857771
534;1475744400;0.97449;0.97894655
535;1475740800;0.97408;0.97921831
536;1475737200;0.974;0.97932221
537;1475733600;0.97416;0.97940439
538;1475730000;0.97417;0.97944376
539;1475726400;0.97423;0.97952785
540;1475722800;0.97412;0.97953473
541;1475719200;0.97399;0.97944434
542;1475715600;0.97535;0.97919348
543;1475712000;0.97696;0.97914584
544;1475708400;0.97709;0.97936968
545;1475704800;0.97687;0.97971853
546;1475701200;0.97693;0.97989716
547;1475697600;0.97692;0.98011026
548;1475694000;0.97701;0.98006582
549;1475690400;0.97717;0.98049226
550;1475686800;0.97696;0.98098229
551;1475683200;0.97721;0.98112887
552;1475679600;0.97793;0.98130069
553;1475676000;0.97838;0.98131682
554;1475672400;0.97821;0.9813758
555;1475668800;0.97763;0.98136649
556;1475665200;0.97786;0.98132894
557;1475661600;0.97781;0.98135621
558;1475658000;0.97849;0.98184078
559;1475654400;0.97845;0.98228201
560;1475650800;0.97862;0.98254731
561;1475647200;0.97892;0.98276137
562;1475643600;0.97893;0.98290774
563;1475640000;0.97928;0.98298658
564;1475636400;0.97992;0.98300655
565;1475632800;0.97952;0.98290938
566;1475629200;0.97985;0.98279536
567;1475625600;0.97797;0.98254639
568;1475622000;0.98091;0.98248704
569;1475618400;0.98143;0.98195784
570;1475614800;0.98046;0.98117164
571;1475611200;0.98072;0.98045929
572;1475607600;0.97941;0.97953062
573;1475604000;0.97979;0.97887539
574;1475600400;0.97886;0.97788027
575;1475596800;0.97808;0.97701639
576;1475593200;0.97758;0.97625317
577;1475589600;0.97507;0.97562552
578;1475586000;0.97458;0.97549783
579;1475582400;0.9748;0.97534555
580;1475578800;0.97453;0.97510004
581;1475575200;0.9743;0.97488154
582;1475571600;0.97425;0.97468074
583;1475568000;0.97386;0.9744634
584;1475564400;0.97349;0.97430108
585;1475560800;0.97338;0.97419911
586;1475557200;0.97359;0.97410129
587;1475553600;0.97336;0.97394192
588;1475550000;0.97283;0.97380932
589;1475546400;0.97297;0.97374912
590;1475542800;0.97351;0.97378443
591;1475539200;0.9739;0.97358235
592;1475535600;0.97218;0.97320769
593;1475532000;0.97327;0.97321847
594;1475528400;0.97218;0.9729788
595;1475524800;0.97161;0.97294961
596;1475521200;0.9705;0.9731629
597;1475517600;0.97116;0.97340497
598;1475514000;0.97183;0.97340356
599;1475510400;0.97262;0.97346945
600;1475506800;0.97218;0.97396523
601;1475503200;0.97236;0.97437089
602;1475499600;0.97215;0.97439375
603;1475496000;0.97204;0.97450048
604;1475492400;0.97252;0.97468965
605;1475488800;0.97167;0.97505264
606;1475485200;0.97203;0.97528102
607;1475481600;0.97198;0.97538065
608;1475478000;0.97177;0.97535281
609;1475474400;0.97032;0.97526609
610;1475298000;0.97112;0.9752875
611;1475294400;0.9714;0.97514554
612;1475290800;0.97063;0.97496255
613;1475287200;0.97079;0.97482347
614;1475283600;0.97192;0.97463641
615;1475280000;0.96938;0.97424059
616;1475276400;0.96887;0.97412716
617;1475272800;0.97078;0.97404771
618;1475269200;0.97239;0.97374773
619;1475265600;0.97466;0.97311634
620;1475262000;0.97441;0.97199389
621;1475258400;0.97257;0.9708968
622;1475254800;0.9687;0.97002534
623;1475251200;0.96773;0.97036276
624;1475247600;0.9658;0.9709522
625;1475244000;0.966;0.97161737
626;1475240400;0.9658;0.97206931
627;1475236800;0.96609;0.97259146
628;1475233200;0.96621;0.97295638
629;1475229600;0.96594;0.97317832
630;1475226000;0.96679;0.97327944
631;1475222400;0.96613;0.97344613
632;1475211600;0.96621;0.97354745
633;1475208000;0.96607;0.97355157
634;1475204400;0.96613;0.9735078
635;1475200800;0.9668;0.9734549
636;1475197200;0.9662;0.97342869
637;1475193600;0.96551;0.97315642
638;1475190000;0.96745;0.97240267
639;1475186400;0.97001;0.97183731
640;1475182800;0.97082;0.97184576
641;1475179200;0.9695;0.97195228
642;1475175600;0.97033;0.97213072
643;1475172000;0.97105;0.97247101
644;1475168400;0.97154;0.97246962
645;1475164800;0.971;0.97248061
646;1475161200;0.97173;0.97247756
647;1475157600;0.97126;0.97242767
648;1475154000;0.97067;0.97242611
649;1475150400;0.97019;0.97245165
650;1475146800;0.97064;0.97263385
651;1475143200;0.97078;0.97278232
652;1475139600;0.9703;0.9727985
653;1475136000;0.97055;0.97277427
654;1475132400;0.9711;0.97275669
655;1475128800;0.97123;0.97278839
656;1475125200;0.97089;0.9727966
657;1475121600;0.97124;0.97279559
658;1475118000;0.97096;0.9728162
659;1475114400;0.97119;0.97282523
660;1475110800;0.97168;0.97283809
661;1475107200;0.97253;0.97280929
662;1475103600;0.97288;0.97265338
663;1475100000;0.971;0.97235619
664;1475096400;0.96995;0.9723528
665;1475092800;0.9709;0.97229066
666;1475089200;0.97129;0.97237885
667;1475085600;0.97124;0.9724619
668;1475082000;0.97133;0.97248345
669;1475078400;0.97251;0.97248605
670;1475074800;0.97238;0.97237661
671;1475071200;0.97146;0.97253471
672;1475067600;0.97138;0.97258846
673;1475064000;0.9712;0.97250486
674;1475060400;0.97175;0.97269882
675;1475056800;0.97147;0.97253021
676;1475053200;0.97092;0.97238414
677;1475049600;0.97056;0.97230435
678;1475046000;0.9707;0.97225838
679;1475042400;0.97059;0.97219183
680;1475038800;0.97079;0.97213969
681;1475035200;0.97036;0.97205995
682;1475031600;0.97038;0.97201635
683;1475028000;0.97074;0.97196424
684;1475024400;0.97089;0.97185694
685;1475020800;0.97189;0.97171301
686;1475017200;0.97198;0.97130575
687;1475013600;0.97025;0.97076798
688;1475010000;0.97027;0.97064306
689;1475006400;0.96937;0.97049733
690;1475002800;0.96796;0.97070811
691;1474999200;0.96859;0.97080053
692;1474995600;0.96981;0.97080043
693;1474992000;0.96745;0.97071095
694;1474988400;0.97019;0.97065728
695;1474984800;0.96979;0.97051868
696;1474981200;0.96967;0.97041723
697;1474977600;0.96971;0.97031573
698;1474974000;0.96953;0.97029709
699;1474970400;0.96986;0.97053951
700;1474966800;0.96984;0.97057437
701;1474963200;0.9691;0.97063341
702;1474959600;0.96904;0.97072387
703;1474956000;0.96915;0.97084481
704;1474952400;0.96903;0.97092641
705;1474948800;0.96888;0.97097318
706;1474945200;0.96858;0.97100081
707;1474941600;0.96888;0.97105688
708;1474938000;0.96883;0.97119148
709;1474934400;0.96683;0.97125585
710;1474930800;0.96717;0.97115579
711;1474927200;0.96856;0.97102691
712;1474923600;0.9682;0.97102275
713;1474920000;0.96811;0.97102975
714;1474916400;0.96766;0.97104424
715;1474912800;0.96892;0.97102394
716;1474909200;0.96794;0.97137654
717;1474905600;0.9696;0.97135949
718;1474902000;0.97067;0.97140908
719;1474898400;0.97005;0.97134949
720;1474894800;0.97016;0.97135587
